reg,age,date,nb_hosp,nb-rea,nb_hospconv,SSR_USLD,rad_Tot,dec_Tot,AgeGroup
11,69,2021-02-12,815,214,,,11157,1882,"[60,69]"
11,79,2021-02-12,1176,223,,,11372,3243,"[70,79]"
11,89,2021-02-12,1409,59,,,11418,4831,"[80,89]"
11,90,2021-02-12,701,5,,,5460,2868,"[90,+]"
24,0,2021-02-12,1045,124,,,7112,1829,"[0,9]"
24,29,2021-02-12,8,0,,,161,1,"[20,39]"
24,39,2021-02-12,8,2,,,287,3,"[30,39]"
24,49,2021-02-12,19,5,,,471,9,"[40,49]"
24,59,2021-02-12,82,24,,,817,42,"[50,59]"
24,69,2021-02-12,138,32,,,1204,150,"[60,69]"
24,79,2021-02-12,277,46,,,1408,335,"[70,79]"
24,89,2021-02-12,338,12,,,1778,767,"[80,89]"
24,90,2021-02-12,169,1,,,847,510,"[90,+]"
27,0,2021-02-12,1647,152,,,13115,3562,"[0,9]"
27,9,2021-02-12,3,0,,,56,0,"[0,9]"
27,19,2021-02-12,4,1,,,125,0,"[10,19]"
27,29,2021-02-12,15,1,,,330,3,"[20,39]"
27,39,2021-02-12,21,3,,,447,8,"[30,39]"
27,49,2021-02-12,34,7,,,816,17,"[40,49]"
27,59,2021-02-12,82,9,,,1289,84,"[50,59]"
27,69,2021-02-12,224,41,,,2039,300,"[60,69]"
27,79,2021-02-12,414,72,,,2929,729,"[70,79]"
27,89,2021-02-12,562,14,,,3430,1516,"[80,89]"
27,90,2021-02-12,271,4,,,1575,889,"[90,+]"
28,0,2021-02-12,1259,127,,,7925,2079,"[0,9]"
28,9,2021-02-12,1,0,,,39,0,"[0,9]"
28,19,2021-02-12,2,0,,,39,0,"[10,19]"
28,29,2021-02-12,9,3,,,167,0,"[20,39]"
28,39,2021-02-12,16,6,,,284,4,"[30,39]"
28,49,2021-02-12,30,6,,,465,22,"[40,49]"
28,59,2021-02-12,75,14,,,895,60,"[50,59]"
28,69,2021-02-12,193,40,,,1404,238,"[60,69]"
28,79,2021-02-12,300,44,,,1708,449,"[70,79]"
28,89,2021-02-12,400,10,,,2024,818,"[80,89]"
28,90,2021-02-12,222,1,,,849,471,"[90,+]"
32,0,2021-02-12,2559,319,,,22075,5703,"[0,9]"
32,9,2021-02-12,6,0,,,197,0,"[0,9]"
32,19,2021-02-12,8,2,,,182,1,"[10,19]"
32,29,2021-02-12,17,0,,,639,3,"[20,39]"
32,39,2021-02-12,33,6,,,1009,12,"[30,39]"
32,49,2021-02-12,61,13,,,1564,38,"[40,49]"
32,59,2021-02-12,182,39,,,2763,185,"[50,59]"
32,69,2021-02-12,430,126,,,3769,630,"[60,69]"
32,79,2021-02-12,606,95,,,4535,1253,"[70,79]"
32,89,2021-02-12,820,31,,,5126,2290,"[80,89]"
32,90,2021-02-12,379,5,,,2102,1258,"[90,+]"
44,0,2021-02-12,2567,302,,,26497,7627,"[0,9]"
44,9,2021-02-12,4,0,,,205,1,"[0,9]"
44,19,2021-02-12,2,0,,,169,0,"[10,19]"
44,29,2021-02-12,14,2,,,646,2,"[20,39]"
44,39,2021-02-12,40,4,,,1062,24,"[30,39]"
44,49,2021-02-12,68,19,,,1729,64,"[40,49]"
44,59,2021-02-12,180,40,,,3155,211,"[50,59]"
44,69,2021-02-12,361,104,,,4762,758,"[60,69]"
44,79,2021-02-12,627,101,,,5580,1769,"[70,79]"
44,89,2021-02-12,851,28,,,6434,3150,"[80,89]"
44,90,2021-02-12,403,2,,,2517,1607,"[90,+]"
52,0,2021-02-12,915,96,,,8008,1877,"[0,9]"
52,29,2021-02-12,8,1,,,229,0,"[20,39]"
52,39,2021-02-12,13,3,,,351,3,"[30,39]"
52,49,2021-02-12,20,8,,,510,11,"[40,49]"
52,59,2021-02-12,48,11,,,828,41,"[50,59]"
52,69,2021-02-12,102,33,,,1233,158,"[60,69]"
52,79,2021-02-12,196,31,,,1545,337,"[70,79]"
52,89,2021-02-12,355,8,,,2153,796,"[80,89]"
52,90,2021-02-12,173,1,,,1056,531,"[90,+]"
53,0,2021-02-12,742,56,,,4350,1016,"[0,9]"
53,9,2021-02-12,1,1,,,42,0,"[0,9]"
53,19,2021-02-12,5,1,,,42,0,"[10,19]"
53,29,2021-02-12,5,1,,,126,0,"[20,39]"
53,39,2021-02-12,13,1,,,195,2,"[30,39]"
53,49,2021-02-12,24,4,,,282,5,"[40,49]"
53,59,2021-02-12,51,7,,,497,19,"[50,59]"
53,69,2021-02-12,92,17,,,678,88,"[60,69]"
53,79,2021-02-12,163,21,,,890,182,"[70,79]"
53,89,2021-02-12,266,3,,,1116,432,"[80,89]"
53,90,2021-02-12,121,0,,,469,285,"[90,+]"
75,0,2021-02-12,1453,205,,,10417,2564,"[0,9]"
75,9,2021-02-12,5,2,,,69,0,"[0,9]"
75,19,2021-02-12,2,0,,,92,0,"[10,19]"
75,29,2021-02-12,8,2,,,294,2,"[20,39]"
75,39,2021-02-12,8,3,,,432,2,"[30,39]"
75,49,2021-02-12,30,9,,,639,17,"[40,49]"
75,59,2021-02-12,96,24,,,1211,64,"[50,59]"
75,69,2021-02-12,212,62,,,1666,182,"[60,69]"
75,79,2021-02-12,360,76,,,2045,485,"[70,79]"
75,89,2021-02-12,503,26,,,2590,1064,"[80,89]"
75,90,2021-02-12,224,0,,,1315,738,"[90,+]"
76,0,2021-02-12,1803,280,,,13038,2935,"[0,9]"
76,9,2021-02-12,2,0,,,118,0,"[0,9]"
76,19,2021-02-12,3,0,,,118,0,"[10,19]"
76,29,2021-02-12,8,1,,,376,2,"[20,39]"
76,39,2021-02-12,17,0,,,552,3,"[30,39]"
76,49,2021-02-12,57,15,,,907,20,"[40,49]"
76,59,2021-02-12,141,33,,,1573,53,"[50,59]"
76,69,2021-02-12,288,86,,,2219,257,"[60,69]"
76,79,2021-02-12,440,99,,,2778,609,"[70,79]"
76,89,2021-02-12,582,38,,,2933,1184,"[80,89]"
76,90,2021-02-12,261,7,,,1435,806,"[90,+]"
84,0,2021-02-12,3588,394,,,34981,8536,"[0,9]"
84,9,2021-02-12,2,0,,,215,0,"[0,9]"
84,19,2021-02-12,11,1,,,285,0,"[10,19]"
84,29,2021-02-12,14,1,,,991,9,"[20,39]"
84,39,2021-02-12,46,7,,,1528,12,"[30,39]"
84,49,2021-02-12,108,17,,,2167,45,"[40,49]"
84,59,2021-02-12,251,48,,,3903,187,"[50,59]"
84,69,2021-02-12,543,106,,,5411,691,"[60,69]"
84,79,2021-02-12,962,173,,,7435,1776,"[70,79]"
84,89,2021-02-12,1099,31,,,8629,3599,"[80,89]"
84,90,2021-02-12,513,2,,,3996,2149,"[90,+]"
93,0,2021-02-12,3459,435,,,24491,5107,"[0,9]"
93,9,2021-02-12,3,0,,,193,0,"[0,9]"
93,19,2021-02-12,5,1,,,270,0,"[10,19]"
93,29,2021-02-12,25,2,,,892,2,"[20,39]"
93,39,2021-02-12,40,5,,,1322,7,"[30,39]"
93,49,2021-02-12,88,20,,,1783,25,"[40,49]"
93,59,2021-02-12,252,59,,,3156,120,"[50,59]"
93,69,2021-02-12,535,148,,,4322,392,"[60,69]"
93,79,2021-02-12,905,154,,,4987,1107,"[70,79]"
93,89,2021-02-12,1073,38,,,5053,2156,"[80,89]"
93,90,2021-02-12,514,6,,,2346,1277,"[90,+]"
94,0,2021-02-12,60,11,,,592,133,"[0,9]"
94,59,2021-02-12,2,0,,,88,5,"[50,59]"
94,69,2021-02-12,13,5,,,105,15,"[60,69]"
94,79,2021-02-12,13,3,,,130,35,"[70,79]"
94,89,2021-02-12,17,1,,,113,53,"[80,89]"
94,90,2021-02-12,15,2,,,39,22,"[90,+]"
1,0,2021-02-13,31,6,,,824,174,"[0,9]"
1,49,2021-02-13,2,0,,,103,7,"[40,49]"
1,59,2021-02-13,5,2,,,148,10,"[50,59]"
1,69,2021-02-13,2,1,,,193,45,"[60,69]"
1,79,2021-02-13,8,3,,,149,57,"[70,79]"
1,89,2021-02-13,8,0,,,97,45,"[80,89]"
1,90,2021-02-13,3,0,,,23,8,"[90,+]"
2,0,2021-02-13,8,2,,,399,45,"[0,9]"
2,49,2021-02-13,2,1,,,51,1,"[40,49]"
2,69,2021-02-13,2,0,,,86,9,"[60,69]"
2,79,2021-02-13,3,1,,,77,12,"[70,79]"
3,0,2021-02-13,28,11,,,2185,76,"[0,9]"
3,9,2021-02-13,1,0,,,121,0,"[0,9]"
3,39,2021-02-13,2,1,,,452,1,"[30,39]"
3,49,2021-02-13,3,0,,,302,3,"[40,49]"
3,59,2021-02-13,3,1,,,229,14,"[50,59]"
3,69,2021-02-13,13,6,,,241,21,"[60,69]"
3,79,2021-02-13,5,2,,,140,20,"[70,79]"
3,89,2021-02-13,1,1,,,63,12,"[80,89]"
4,0,2021-02-13,68,26,,,827,56,"[0,9]"
4,19,2021-02-13,2,0,,,29,1,"[10,19]"
4,29,2021-02-13,1,1,,,74,1,"[20,39]"
4,39,2021-02-13,3,0,,,86,1,"[30,39]"
4,49,2021-02-13,9,4,,,97,3,"[40,49]"
4,59,2021-02-13,17,7,,,141,4,"[50,59]"
4,69,2021-02-13,17,9,,,180,13,"[60,69]"
4,79,2021-02-13,11,5,,,123,19,"[70,79]"
4,89,2021-02-13,6,0,,,64,14,"[80,89]"
4,90,2021-02-13,2,0,,,8,0,"[90,+]"
6,0,2021-02-13,148,29,,,690,57,"[0,9]"
6,9,2021-02-13,1,0,,,22,0,"[0,9]"
6,19,2021-02-13,3,0,,,32,1,"[10,19]"
6,29,2021-02-13,27,7,,,102,0,"[20,39]"
6,39,2021-02-13,19,2,,,97,0,"[30,39]"
6,49,2021-02-13,18,5,,,89,9,"[40,49]"
6,59,2021-02-13,18,6,,,122,7,"[50,59]"
6,69,2021-02-13,23,6,,,107,14,"[60,69]"
6,79,2021-02-13,21,3,,,68,13,"[70,79]"
6,89,2021-02-13,10,0,,,34,12,"[80,89]"
6,90,2021-02-13,1,0,,,3,1,"[90,+]"
11,0,2021-02-13,5036,731,,,62977,14092,"[0,9]"
11,9,2021-02-13,18,3,,,680,3,"[0,9]"
11,19,2021-02-13,21,2,,,590,4,"[10,19]"
11,29,2021-02-13,62,10,,,2183,23,"[20,39]"
11,39,2021-02-13,110,18,,,4003,75,"[30,39]"
11,49,2021-02-13,186,36,,,5827,235,"[40,49]"
11,59,2021-02-13,488,145,,,9503,801,"[50,59]"
11,69,2021-02-13,807,214,,,11202,1889,"[60,69]"
11,79,2021-02-13,1185,232,,,11412,3247,"[70,79]"
11,89,2021-02-13,1405,60,,,11460,4846,"[80,89]"
11,90,2021-02-13,707,4,,,5479,2874,"[90,+]"
24,0,2021-02-13,1060,124,,,7146,1831,"[0,9]"
24,29,2021-02-13,9,1,,,161,1,"[20,39]"
24,39,2021-02-13,8,2,,,288,3,"[30,39]"
24,49,2021-02-13,21,5,,,471,9,"[40,49]"
24,59,2021-02-13,80,20,,,825,42,"[50,59]"
24,69,2021-02-13,137,33,,,1210,150,"[60,69]"
24,79,2021-02-13,278,48,,,1418,335,"[70,79]"
24,89,2021-02-13,350,12,,,1781,768,"[80,89]"
24,90,2021-02-13,170,1,,,853,511,"[90,+]"
27,0,2021-02-13,1594,150,,,13195,3570,"[0,9]"
27,9,2021-02-13,2,0,,,57,0,"[0,9]"
27,19,2021-02-13,5,1,,,125,0,"[10,19]"
27,29,2021-02-13,14,2,,,334,3,"[20,39]"
27,39,2021-02-13,18,4,,,453,8,"[30,39]"
27,49,2021-02-13,31,5,,,820,18,"[40,49]"
27,59,2021-02-13,82,9,,,1291,84,"[50,59]"
27,69,2021-02-13,217,39,,,2048,300,"[60,69]"
27,79,2021-02-13,408,74,,,2943,730,"[70,79]"
27,89,2021-02-13,544,12,,,3453,1519,"[80,89]"
27,90,2021-02-13,258,4,,,1590,892,"[90,+]"
28,0,2021-02-13,1283,127,,,7956,2085,"[0,9]"
28,9,2021-02-13,1,0,,,39,0,"[0,9]"
28,19,2021-02-13,2,0,,,39,0,"[10,19]"
28,29,2021-02-13,12,3,,,166,0,"[20,39]"
28,39,2021-02-13,16,6,,,284,4,"[30,39]"
28,49,2021-02-13,29,6,,,467,22,"[40,49]"
28,59,2021-02-13,75,14,,,900,60,"[50,59]"
28,69,2021-02-13,194,40,,,1406,239,"[60,69]"
28,79,2021-02-13,299,43,,,1717,450,"[70,79]"
28,89,2021-02-13,422,11,,,2030,819,"[80,89]"
28,90,2021-02-13,223,1,,,856,474,"[90,+]"
32,0,2021-02-13,2540,310,,,22166,5719,"[0,9]"
32,9,2021-02-13,5,0,,,198,0,"[0,9]"
32,19,2021-02-13,7,0,,,184,1,"[10,19]"
32,29,2021-02-13,18,0,,,640,3,"[20,39]"
32,39,2021-02-13,31,6,,,1013,12,"[30,39]"
32,49,2021-02-13,56,13,,,1570,38,"[40,49]"
32,59,2021-02-13,185,36,,,2776,185,"[50,59]"
32,69,2021-02-13,428,127,,,3785,630,"[60,69]"
32,79,2021-02-13,610,93,,,4555,1256,"[70,79]"
32,89,2021-02-13,815,30,,,5145,2298,"[80,89]"
32,90,2021-02-13,367,4,,,2111,1263,"[90,+]"
44,0,2021-02-13,2524,304,,,26612,7652,"[0,9]"
44,9,2021-02-13,3,0,,,206,1,"[0,9]"
44,19,2021-02-13,2,0,,,170,0,"[10,19]"
44,29,2021-02-13,16,2,,,646,2,"[20,39]"
44,39,2021-02-13,37,5,,,1067,24,"[30,39]"
44,49,2021-02-13,62,20,,,1735,64,"[40,49]"
44,59,2021-02-13,183,41,,,3167,211,"[50,59]"
44,69,2021-02-13,346,100,,,4780,763,"[60,69]"
44,79,2021-02-13,609,102,,,5607,1778,"[70,79]"
44,89,2021-02-13,852,31,,,6460,3156,"[80,89]"
44,90,2021-02-13,395,1,,,2535,1611,"[90,+]"
52,0,2021-02-13,897,96,,,8049,1891,"[0,9]"
52,29,2021-02-13,6,1,,,232,0,"[20,39]"
52,39,2021-02-13,15,2,,,352,3,"[30,39]"
52,49,2021-02-13,21,8,,,512,11,"[40,49]"
52,59,2021-02-13,48,11,,,836,41,"[50,59]"
52,69,2021-02-13,100,32,,,1235,159,"[60,69]"
52,79,2021-02-13,195,33,,,1551,339,"[70,79]"
52,89,2021-02-13,337,8,,,2167,804,"[80,89]"
52,90,2021-02-13,174,1,,,1061,534,"[90,+]"
53,0,2021-02-13,721,58,,,4382,1023,"[0,9]"
53,9,2021-02-13,1,1,,,42,0,"[0,9]"
53,19,2021-02-13,4,1,,,43,0,"[10,19]"
53,29,2021-02-13,5,1,,,126,0,"[20,39]"
53,39,2021-02-13,13,1,,,197,2,"[30,39]"
53,49,2021-02-13,22,3,,,286,5,"[40,49]"
53,59,2021-02-13,49,7,,,500,20,"[50,59]"
53,69,2021-02-13,89,18,,,682,88,"[60,69]"
53,79,2021-02-13,156,22,,,898,183,"[70,79]"
53,89,2021-02-13,261,4,,,1122,435,"[80,89]"
53,90,2021-02-13,120,0,,,473,287,"[90,+]"
75,0,2021-02-13,1461,202,,,10461,2574,"[0,9]"
75,9,2021-02-13,5,2,,,69,0,"[0,9]"
75,19,2021-02-13,2,0,,,92,0,"[10,19]"
75,29,2021-02-13,7,2,,,295,2,"[20,39]"
75,39,2021-02-13,7,2,,,433,2,"[30,39]"
75,49,2021-02-13,32,11,,,640,17,"[40,49]"
75,59,2021-02-13,100,24,,,1216,64,"[50,59]"
75,69,2021-02-13,204,60,,,1676,183,"[60,69]"
75,79,2021-02-13,356,75,,,2055,488,"[70,79]"
75,89,2021-02-13,512,25,,,2600,1070,"[80,89]"
75,90,2021-02-13,231,0,,,1321,738,"[90,+]"
76,0,2021-02-13,1782,277,,,13145,2954,"[0,9]"
76,9,2021-02-13,1,0,,,119,0,"[0,9]"
76,19,2021-02-13,2,0,,,119,0,"[10,19]"
76,29,2021-02-13,10,2,,,378,2,"[20,39]"
76,39,2021-02-13,17,0,,,557,3,"[30,39]"
76,49,2021-02-13,53,14,,,913,20,"[40,49]"
76,59,2021-02-13,137,30,,,1585,54,"[50,59]"
76,69,2021-02-13,287,87,,,2235,257,"[60,69]"
76,79,2021-02-13,434,100,,,2800,613,"[70,79]"
76,89,2021-02-13,579,38,,,2967,1192,"[80,89]"
76,90,2021-02-13,254,5,,,1443,812,"[90,+]"
84,0,2021-02-13,3536,396,,,35086,8556,"[0,9]"
84,9,2021-02-13,2,1,,,215,0,"[0,9]"
84,19,2021-02-13,10,1,,,286,0,"[10,19]"
84,29,2021-02-13,12,1,,,994,9,"[20,39]"
84,39,2021-02-13,46,7,,,1531,12,"[30,39]"
84,49,2021-02-13,105,18,,,2169,45,"[40,49]"
84,59,2021-02-13,246,45,,,3916,187,"[50,59]"
84,69,2021-02-13,534,107,,,5433,692,"[60,69]"
84,79,2021-02-13,956,175,,,7454,1783,"[70,79]"
84,89,2021-02-13,1082,32,,,8665,3603,"[80,89]"
84,90,2021-02-13,506,1,,,3999,2157,"[90,+]"
93,0,2021-02-13,3420,436,,,24631,5131,"[0,9]"
93,9,2021-02-13,4,0,,,192,0,"[0,9]"
93,19,2021-02-13,4,1,,,271,0,"[10,19]"
93,29,2021-02-13,28,2,,,895,3,"[20,39]"
93,39,2021-02-13,37,5,,,1328,7,"[30,39]"
93,49,2021-02-13,92,20,,,1788,25,"[40,49]"
93,59,2021-02-13,247,63,,,3171,120,"[50,59]"
93,69,2021-02-13,533,145,,,4345,397,"[60,69]"
93,79,2021-02-13,886,155,,,5022,1111,"[70,79]"
93,89,2021-02-13,1058,37,,,5092,2166,"[80,89]"
93,90,2021-02-13,510,6,,,2359,1281,"[90,+]"
94,0,2021-02-13,59,9,,,592,136,"[0,9]"
94,59,2021-02-13,3,0,,,88,5,"[50,59]"
94,69,2021-02-13,13,5,,,105,15,"[60,69]"
94,79,2021-02-13,12,3,,,130,36,"[70,79]"
94,89,2021-02-13,17,0,,,113,54,"[80,89]"
94,90,2021-02-13,14,1,,,39,23,"[90,+]"
1,0,2021-02-14,31,6,,,824,174,"[0,9]"
1,49,2021-02-14,2,0,,,103,7,"[40,49]"
1,59,2021-02-14,5,2,,,148,10,"[50,59]"
1,69,2021-02-14,2,1,,,193,45,"[60,69]"
1,79,2021-02-14,8,3,,,149,57,"[70,79]"
1,89,2021-02-14,8,0,,,97,45,"[80,89]"
1,90,2021-02-14,3,0,,,23,8,"[90,+]"
2,0,2021-02-14,8,2,,,399,45,"[0,9]"
2,49,2021-02-14,2,1,,,51,1,"[40,49]"
2,69,2021-02-14,2,0,,,86,9,"[60,69]"
2,79,2021-02-14,3,1,,,77,12,"[70,79]"
3,0,2021-02-14,28,11,,,2185,76,"[0,9]"
3,9,2021-02-14,1,0,,,121,0,"[0,9]"
3,39,2021-02-14,2,1,,,452,1,"[30,39]"
3,49,2021-02-14,3,0,,,302,3,"[40,49]"
3,59,2021-02-14,3,1,,,229,14,"[50,59]"
3,69,2021-02-14,13,6,,,241,21,"[60,69]"
3,79,2021-02-14,5,2,,,140,20,"[70,79]"
3,89,2021-02-14,1,1,,,63,12,"[80,89]"
4,0,2021-02-14,74,27,,,829,57,"[0,9]"
4,19,2021-02-14,2,0,,,29,1,"[10,19]"
4,29,2021-02-14,2,1,,,74,1,"[20,39]"
4,39,2021-02-14,3,0,,,86,1,"[30,39]"
4,49,2021-02-14,10,4,,,97,3,"[40,49]"
4,59,2021-02-14,21,8,,,142,4,"[50,59]"
4,69,2021-02-14,17,10,,,181,13,"[60,69]"
4,79,2021-02-14,10,4,,,123,20,"[70,79]"
4,89,2021-02-14,7,0,,,64,14,"[80,89]"
4,90,2021-02-14,2,0,,,8,0,"[90,+]"
6,0,2021-02-14,152,25,,,697,60,"[0,9]"
6,9,2021-02-14,1,0,,,22,0,"[0,9]"
6,19,2021-02-14,4,0,,,33,1,"[10,19]"
6,29,2021-02-14,24,6,,,104,0,"[20,39]"
6,39,2021-02-14,24,2,,,96,0,"[30,39]"
6,49,2021-02-14,17,4,,,90,9,"[40,49]"
6,59,2021-02-14,20,5,,,124,7,"[50,59]"
6,69,2021-02-14,25,5,,,108,15,"[60,69]"
6,79,2021-02-14,19,3,,,69,15,"[70,79]"
6,89,2021-02-14,10,0,,,34,12,"[80,89]"
6,90,2021-02-14,1,0,,,3,1,"[90,+]"
11,0,2021-02-14,5095,730,,,63026,14132,"[0,9]"
11,9,2021-02-14,18,2,,,680,3,"[0,9]"
11,19,2021-02-14,21,2,,,590,4,"[10,19]"
11,29,2021-02-14,65,10,,,2186,23,"[20,39]"
11,39,2021-02-14,113,20,,,4008,75,"[30,39]"
11,49,2021-02-14,193,37,,,5829,235,"[40,49]"
11,59,2021-02-14,497,143,,,9514,803,"[50,59]"
11,69,2021-02-14,820,211,,,11210,1896,"[60,69]"
11,79,2021-02-14,1191,232,,,11421,3261,"[70,79]"
11,89,2021-02-14,1419,62,,,11467,4857,"[80,89]"
11,90,2021-02-14,710,5,,,5483,2881,"[90,+]"
24,0,2021-02-14,1063,124,,,7155,1837,"[0,9]"
24,29,2021-02-14,10,2,,,161,1,"[20,39]"
24,39,2021-02-14,10,2,,,288,3,"[30,39]"
24,49,2021-02-14,24,6,,,471,9,"[40,49]"
24,59,2021-02-14,79,20,,,828,42,"[50,59]"
24,69,2021-02-14,140,33,,,1211,150,"[60,69]"
24,79,2021-02-14,274,45,,,1419,338,"[70,79]"
24,89,2021-02-14,351,13,,,1784,768,"[80,89]"
24,90,2021-02-14,168,1,,,854,514,"[90,+]"
27,0,2021-02-14,1605,154,,,13206,3584,"[0,9]"
27,9,2021-02-14,2,0,,,57,0,"[0,9]"
27,19,2021-02-14,5,1,,,125,0,"[10,19]"
27,29,2021-02-14,14,2,,,335,3,"[20,39]"
27,39,2021-02-14,20,4,,,453,8,"[30,39]"
27,49,2021-02-14,30,5,,,822,18,"[40,49]"
27,59,2021-02-14,82,10,,,1291,85,"[50,59]"
27,69,2021-02-14,219,41,,,2050,301,"[60,69]"
27,79,2021-02-14,410,73,,,2946,732,"[70,79]"
27,89,2021-02-14,544,14,,,3454,1527,"[80,89]"
27,90,2021-02-14,263,4,,,1592,894,"[90,+]"
28,0,2021-02-14,1281,128,,,7970,2091,"[0,9]"
28,9,2021-02-14,1,0,,,39,0,"[0,9]"
28,19,2021-02-14,2,0,,,39,0,"[10,19]"
28,29,2021-02-14,11,3,,,167,0,"[20,39]"
28,39,2021-02-14,17,6,,,284,4,"[30,39]"
28,49,2021-02-14,27,5,,,469,22,"[40,49]"
28,59,2021-02-14,78,16,,,900,60,"[50,59]"
28,69,2021-02-14,192,41,,,1411,239,"[60,69]"
28,79,2021-02-14,301,42,,,1719,451,"[70,79]"
28,89,2021-02-14,419,11,,,2032,823,"[80,89]"
28,90,2021-02-14,223,1,,,858,475,"[90,+]"
32,0,2021-02-14,2553,309,,,22172,5727,"[0,9]"
32,9,2021-02-14,5,0,,,198,0,"[0,9]"
32,19,2021-02-14,7,0,,,184,1,"[10,19]"
32,29,2021-02-14,19,0,,,641,3,"[20,39]"
32,39,2021-02-14,31,6,,,1013,12,"[30,39]"
32,49,2021-02-14,56,13,,,1571,38,"[40,49]"
32,59,2021-02-14,188,36,,,2776,185,"[50,59]"
32,69,2021-02-14,429,126,,,3785,632,"[60,69]"
32,79,2021-02-14,616,92,,,4558,1256,"[70,79]"
32,89,2021-02-14,818,31,,,5146,2300,"[80,89]"
32,90,2021-02-14,365,4,,,2111,1267,"[90,+]"
44,0,2021-02-14,2536,305,,,26645,7673,"[0,9]"
44,9,2021-02-14,3,0,,,206,1,"[0,9]"
44,19,2021-02-14,2,0,,,170,0,"[10,19]"
44,29,2021-02-14,19,2,,,646,2,"[20,39]"
44,39,2021-02-14,34,5,,,1070,24,"[30,39]"
44,49,2021-02-14,64,21,,,1735,64,"[40,49]"
44,59,2021-02-14,180,40,,,3174,213,"[50,59]"
44,69,2021-02-14,348,100,,,4784,763,"[60,69]"
44,79,2021-02-14,612,104,,,5614,1785,"[70,79]"
44,89,2021-02-14,853,31,,,6469,3162,"[80,89]"
44,90,2021-02-14,401,0,,,2537,1616,"[90,+]"
52,0,2021-02-14,895,94,,,8057,1899,"[0,9]"
52,9,2021-02-14,1,0,,,45,0,"[0,9]"
52,29,2021-02-14,5,1,,,233,0,"[20,39]"
52,39,2021-02-14,15,2,,,352,3,"[30,39]"
52,49,2021-02-14,23,8,,,513,11,"[40,49]"
52,59,2021-02-14,45,10,,,839,41,"[50,59]"
52,69,2021-02-14,100,30,,,1236,159,"[60,69]"
52,79,2021-02-14,197,33,,,1553,339,"[70,79]"
52,89,2021-02-14,336,9,,,2167,810,"[80,89]"
52,90,2021-02-14,172,1,,,1061,536,"[90,+]"
53,0,2021-02-14,717,56,,,4395,1028,"[0,9]"
53,9,2021-02-14,1,1,,,42,0,"[0,9]"
53,19,2021-02-14,4,1,,,43,0,"[10,19]"
53,29,2021-02-14,4,1,,,127,0,"[20,39]"
53,39,2021-02-14,13,1,,,197,2,"[30,39]"
53,49,2021-02-14,23,3,,,285,5,"[40,49]"
53,59,2021-02-14,49,7,,,500,20,"[50,59]"
53,69,2021-02-14,89,18,,,684,88,"[60,69]"
53,79,2021-02-14,156,21,,,901,183,"[70,79]"
53,89,2021-02-14,256,3,,,1130,438,"[80,89]"
53,90,2021-02-14,120,0,,,473,289,"[90,+]"
75,0,2021-02-14,1486,204,,,10476,2582,"[0,9]"
75,9,2021-02-14,5,2,,,69,0,"[0,9]"
75,19,2021-02-14,1,0,,,92,0,"[10,19]"
75,29,2021-02-14,7,2,,,295,2,"[20,39]"
75,39,2021-02-14,7,2,,,433,2,"[30,39]"
75,49,2021-02-14,37,13,,,640,18,"[40,49]"
75,59,2021-02-14,105,24,,,1217,65,"[50,59]"
75,69,2021-02-14,204,59,,,1678,186,"[60,69]"
75,79,2021-02-14,360,76,,,2060,489,"[70,79]"
75,89,2021-02-14,515,25,,,2605,1071,"[80,89]"
75,90,2021-02-14,240,0,,,1322,739,"[90,+]"
76,0,2021-02-14,1787,277,,,13171,2963,"[0,9]"
76,9,2021-02-14,1,0,,,119,0,"[0,9]"
76,19,2021-02-14,2,0,,,119,0,"[10,19]"
76,29,2021-02-14,10,2,,,378,2,"[20,39]"
76,39,2021-02-14,19,2,,,559,3,"[30,39]"
76,49,2021-02-14,54,15,,,914,20,"[40,49]"
76,59,2021-02-14,134,31,,,1593,54,"[50,59]"
76,69,2021-02-14,289,85,,,2239,260,"[60,69]"
76,79,2021-02-14,436,98,,,2807,614,"[70,79]"
76,89,2021-02-14,581,38,,,2971,1195,"[80,89]"
76,90,2021-02-14,255,5,,,1443,814,"[90,+]"
84,0,2021-02-14,3564,396,,,35120,8576,"[0,9]"
84,9,2021-02-14,2,1,,,215,0,"[0,9]"
84,19,2021-02-14,10,1,,,286,0,"[10,19]"
84,29,2021-02-14,12,2,,,997,9,"[20,39]"
84,39,2021-02-14,46,7,,,1533,12,"[30,39]"
84,49,2021-02-14,106,18,,,2173,45,"[40,49]"
84,59,2021-02-14,254,45,,,3918,187,"[50,59]"
84,69,2021-02-14,545,106,,,5437,693,"[60,69]"
84,79,2021-02-14,970,173,,,7457,1792,"[70,79]"
84,89,2021-02-14,1084,34,,,8671,3606,"[80,89]"
84,90,2021-02-14,497,1,,,4006,2164,"[90,+]"
93,0,2021-02-14,3467,440,,,24678,5148,"[0,9]"
93,9,2021-02-14,2,0,,,196,0,"[0,9]"
93,19,2021-02-14,5,1,,,271,0,"[10,19]"
93,29,2021-02-14,27,2,,,898,3,"[20,39]"
93,39,2021-02-14,38,4,,,1333,7,"[30,39]"
93,49,2021-02-14,94,20,,,1794,25,"[40,49]"
93,59,2021-02-14,258,64,,,3175,120,"[50,59]"
93,69,2021-02-14,543,147,,,4355,397,"[60,69]"
93,79,2021-02-14,894,159,,,5033,1116,"[70,79]"
